id,date,tweet,retweets_count
1344038664720900099,2020-12-30,"$NVDA #NVIDIA #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/B7BWRcVOEf  https://t.co/8kw8UWkXrf",0
1344032721887240194,2020-12-30,"This time last year, AlphaOne Capital Partners founder @DanielTNiles chose AMD, Disney, Facebook, Lumentum and Nvidia as among his top picks for 2020.   He checks in with us on what led him to choose those names and the return he's seen since then.   $AMD $DIS $FB  $LITE $NVDA  https://t.co/OIVX4cP8gG",2
1344024717481668609,2020-12-30,Will Nvidia Or Micron Stock Grow More By 2022? $NVDA $MU  https://t.co/l22p7xAM35,2
1344010329995563008,2020-12-30,"$NVDA - NVIDIA Corp currently at $516.78, (+$0.78 ,+0.15%).   Nvidia in 2020: year in review.  https://t.co/V6qpbpmK5m",0
1344005911958851584,2020-12-30,#Nvidia $NVDA Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Good; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing  https://t.co/IWZSYMAia0  https://t.co/Ku2P7Ty6Sw,2
1344005904048394240,2020-12-30,#Nvidia $NVDA Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Good; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing  https://t.co/Jj64hrpqst  https://t.co/LtFXsXewkQ,0
1344005896930660352,2020-12-30,#Nvidia $NVDA Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Good; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing  https://t.co/I8hjTlEqg3  https://t.co/iqiPO4lLY1,0
1344003732917243904,2020-12-30,#Nvidia $NVDA Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Good; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing  https://t.co/Gr3YvQQ4OY  https://t.co/0j2Nnfd4zP,0
1344003726076362752,2020-12-30,#Nvidia $NVDA Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Good; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing  https://t.co/I8hjTlEqg3  https://t.co/wTmumxVve2,0
1343998981911814144,2020-12-30,$NVDA We have detected a noticeable rise in the Zeitgeist for NVIDIA Corp at   https://t.co/RYtVH6l9Zz Visit DataSwarm Markets for more information #stockmarkets #NASDAQ DataSwarm ref: 116105,0
1343997218424963072,2020-12-30,"$NVDA Nvidia #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/IWZSYMAia0  https://t.co/bgEgowzlY7",0
1343997211248533504,2020-12-30,"$NVDA Nvidia #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/Gr3YvQQ4OY  https://t.co/JY8z7biE0U",0
1343997203786809345,2020-12-30,"$NVDA Nvidia #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/I8hjTlEqg3  https://t.co/w4QVR5rf65",0
1343983048677797894,2020-12-30,Will Nvidia Or Micron Stock Grow More By 2022? $FB $MU $NVDA  https://t.co/V1MNef2C7w via @benzinga,0
1343981859475091456,2020-12-30,#Nvidia $NVDA Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Good; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing  https://t.co/Gr3YvQQ4OY  https://t.co/ffgAmL2wDH,0
1343971656658776064,2020-12-30,Will Nvidia Or Micron Stock Grow More By 2022?  Related Tickers: $FB $MU $NVDA $TSLA Read more at:  https://t.co/aW6AAtrcEo,0
1343970094087426048,2020-12-30,Optimus v4 2020-12-29 12:20 ET. Bought/Opened: $NVDA at $515.31.  NVIDIA Corp (CORP). Win Chance: 76%. Avg Win: 3%. Avg Loss: 8.58%. Avg Hold: 6d. Trade Id: 62954099903013265. Stats:  https://t.co/oAX4hq6SAg,0
1343957565818998786,2020-12-30,"Intel, Nvidia chip rival Graphcore raises $222M at $2.8B valuation for AI chip push $INTC $NVDA  https://t.co/qqFYF0xolo",0
1343952598584311810,2020-12-30,#Options Flow Grid Update $NVDA #OptionsTrading #Nvidia Shares ⬆️0.73% to $519.86 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment #technology #semiconductor  https://t.co/B7BWRcVOEf  https://t.co/SzCZWPWvSa  https://t.co/928fgEdqSE,0
1343941982536617985,2020-12-30,NVIDIA (Nasdaq: $NVDA) Posts 37% Spike in Gaming Revenue at $2.3 Billion in Q3 2020  https://t.co/yJaBFxksOW #Gaming,4
1343930326028959744,2020-12-29,Optimus v4 2020-12-29 09:42 ET. *Closed/Sold: $NVDA at $519.39 for 6.35 profit (1.24%). NVIDIA Corp (CORP). Trade Id: 62867700003015040. Stats:  https://t.co/oAX4hq6SAg,0
1343904663305768960,2020-12-29,"$INTC $INTC $NVDA - Intel, Nvidia chip rival Graphcore raises $222M at $2.8B valuation for AI chip push  https://t.co/jcAFnXsWgC",2
1343899073900933121,2020-12-29,#MAISA top Semiconductors stocks  PHLX Semiconductor Sector INDEX $SOX Micron Technology $MU Allegro MicroSystems $ALGM Advanced Micro Devices $AMD Broadcom $AVGO NVIDIA Corporation $NVDA NXP Semiconductors NV $NXPI ON Semiconductor $ON QUALCOMM $QCOM Skyworks Solutions $SWKS,0
1343892033300168709,2020-12-29,How to Trade: How to Invest in Nvidia $NVDA with risk controls  https://t.co/7yJCubF40u Click for Details  https://t.co/xhCYVEogpF,0
1343844087229640704,2020-12-29,FAANG + Microsoft + Tesla + Nvidia のチャート 面白い  FAANG + MSFT + TSLA + NVDA - #FB TradingView  https://t.co/7fjIPFFPWK,0
1343819475653718017,2020-12-29,NVIDIA $NVDA Lowered to Hold at BidaskClub  https://t.co/bO1MoP6uaa,0
1343775121765355526,2020-12-29,"#FWSells $NVDA Dabiri John, Director of NVIDIA CORP sold 185 shares on 2020-12-23.  https://t.co/mMIpHJB91W",0
1343768913256058881,2020-12-29,$nvda monthly  *lotto only*  nvidia back to 420s in january?? she needs to close this week below 539.53 to confirm  targets at 467-468 420-426  low risk play imo - because stop is nearby  https://t.co/qFlPjRsBbN,0
1343696977138212865,2020-12-29,3 tecnológicas con un enorme potencial alcista en 2021 NVIDIA Corporation $NVDA Amazon  $AMZN Uber Technologies $UBER  https://t.co/wYtBArHM1b,1
1343684928152756230,2020-12-29,@BahamaBen9 kick off $PTON and their expensive clothing hangers and add $NVDA. AI and compute/data centers absolutely are a secular behemoth. And Jensen and Nvidia feel..... permanent.,0
1343684830450561026,2020-12-29,kick off $PTON and their expensive clothing hangers and add $NVDA. AI and compute/data centers absolutely are a secular behemoth. And Jensen and Nvidia feel..... permanent.,0
1343684705527316480,2020-12-29,#Options Flow Grid Update $NVDA #OptionsTrading #Nvidia Shares🔻0.72% to $516 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment #technology #semiconductor  https://t.co/B7BWRcVOEf  https://t.co/cUC4KdhTXq,0
1343682782518681600,2020-12-29,"#NVIDIA $NVDA Has A Good #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing  https://t.co/5JE2nlrW3B  https://t.co/bbT6Z3J0g6",0
1343682119629881345,2020-12-29,"#NVIDIA $NVDA Has A Good #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing  https://t.co/5JE2nlrW3B  https://t.co/I2u3LiW7Fw",0
1343682119441080323,2020-12-29,"#NVIDIA $NVDA Has A Good #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing  https://t.co/5JE2nlrW3B  https://t.co/9YlhGfE7bM",0
1343679017443012608,2020-12-29,Here's my current top 10 stock holdings as we head into 2021 ... What are your current top holdings?  1 Apple $AAPL 2 Tesla $TSLA 3 Facebook $FB 4 Nvidia $NVDA 5 $PENN 6 Square $SQ 7 Disney $DIS 8 Skyworks $SWKS 9 Microsoft $MSFT 10 Boeing $BA  I currently hold 24 stocks total,1
1343677466238304256,2020-12-29,"$NVDA #NVIDIA #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/B7BWRcVOEf  https://t.co/lKjY1rBQ3K",0
1343675313402880000,2020-12-29,Worst performing Top 100 stocks (99B+ Market cap) from today  Shopify $SHOP -6.4% Zoom $ZM -6.35% Pinduoduo $PDD -5.77% $JD -3.42% ServiceNow $NOW -1.83% PayPal $PYPL -1.24% Pfizer $PFE -1.21% $HSBC -0.77% Charter $CHTR -0.76% Nvidia $NVDA -0.69%  (Source @assetdash)  https://t.co/VINKeMJC20,3
1343654323171905536,2020-12-29,Pick #1: @Roku (NASDAQ: $ROKU) Pick #2: @square (NYSE: $SQ) Pick #3: @autodesk  (NASDAQ: $ADSK) Pick #4: @Lemonade_Inc (NYSE: $LMND) Pick #5: @amazon (NASDAQ: $AMZN) Pick #6: @nvidia (NASDAQ: $NVDA) Pick #7: @Adobe (NASDAQ: $ADBE),0
1343648957176688642,2020-12-29,@JonErlichman Berkshire $BRK.B $550B Visa $V $480B Walmart $WMT $405B Johnson &amp; Johnson $JNJ $400B JPM Morgan $JPM $381B Procter &amp; Gamble $PG $337B Mastercard $MA $328B Nvidia $NVDA $322B UnitedHealth $UNH $320B Disney $DIS $314B Home Depot $HD $290B PayPal $PYPL $281B $BAC $260B $VZ $244B,4
1343647964103757825,2020-12-29,NVIDIA $NVDA 我慢の株価チャートが続いてる。いつ噴き上がるかわからないからいいんだけどね！エヌビディアだけじゃなく半導体銘柄、いま無視されてるよね。ぴえん。,0
1343642340943163392,2020-12-29,Some of the largest stocks that hit 1 month lows so far today  Nvidia $NVDA Verizon $VZ Zoom $ZM FedEx $FDX Moderna $MRNA Trade Desk $TTD Mizuho $MFG Kinder Morgan $KMI Williams $WMB Franco $FNV BioNTech $BNTX LI Auto $LI XPeng $XPEV Quest $DGX Carmax $KMX Beyond Meat $BYND,8
1343619955363700736,2020-12-29,"$NVDA Nvidia #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/IWZSYMAia0  https://t.co/YJoKrjYzby",0
1343619947822424066,2020-12-29,"$NVDA Nvidia #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/Gr3YvQQ4OY  https://t.co/7iyuybdPoJ",0
1343619940243279872,2020-12-29,"$NVDA Nvidia #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA  https://t.co/I8hjTlEqg3  https://t.co/ORSCyefXfi",0
1343618669033779204,2020-12-29,"Nvidia $NVDA is +119.5% ytd. It doesn't have to go up every single day. Its just in bullish consolidation/chop mode, like a fair number of others are - such as $MSFT $AMZN",0
1343617711201382400,2020-12-29,NVIDIA the biggest spender in acquisitions in 2020 in tech with a spend of ~$47B on 2 acquisitions (ARM &amp; Mellanox).   $NVDA  h/t @VisualCap  https://t.co/w6idvWVLgw,5
1343608084271345664,2020-12-29,"@donrabii Add, NVDA - NVIDIA",0
1343601651538522114,2020-12-29,#Options Flow Grid Update $NVDA #OptionsTrading #Nvidia Shares 🔻0.91% to $515.04 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment #technology #semiconductor  https://t.co/B7BWRcVOEf  https://t.co/PLPHa9U1J2  https://t.co/DCutNRnZZR,0
1343600481776496655,2020-12-29,How NVIDIA's Ampere GPUs Could Drive Growth - NVIDIA's (NASDAQ:NVDA) GPUs are the core of the chipmaker's accelerated computing products. They bring market-leading... -  https://t.co/te3sdJxoAK  https://t.co/1BDIDjw6ka,0
1343585981384036357,2020-12-29,Have been DCA'ing $AAPL $MSFT $GOOGL &amp; $NVDA for the past few months for days like today. They're leveling me out to flat while my high conviction mid caps take a few steps back. (Nvidia not helping today 🙃 ),0
1343585441438703616,2020-12-29,Most active NASDAQ listed stocks so far today  Dollar Volume: Tesla $TSLA Apple $AAPL Amazon $AMZN $QQQ Zoom $ZM Moderna $MRNA $AMD Nvidia $NVDA $TQQQ Microsoft $MSFT  Volume: Ocugen $OCGN $NAKD $GRNQ $SNDL $NXTD Nano Dimension $NNDM $JAGX $BNGO $IDEX $GEVO $MARA $FCEL $AAL $RIOT,2
1343583794129879040,2020-12-29,Optimus v4 2020-12-28 10:45 ET. Bought/Opened: $NVDA at $515.45.  NVIDIA Corp (CORP). Win Chance: 65%. Avg Win: 4%. Avg Loss: 5.65%. Avg Hold: 7d. Trade Id: 62867879603018182. Stats:  https://t.co/oAX4hq6SAg,0
1343576991035846657,2020-12-29,Optimus v4 2020-12-28 10:18 ET. Bought/Opened: $NVDA at $512.82.  NVIDIA Corp (CORP). Win Chance: 75%. Avg Win: 3%. Avg Loss: 8.50%. Avg Hold: 6d. Trade Id: 62867700003015040. Stats:  https://t.co/oAX4hq6SAg,0
1343570958573957120,2020-12-28,#Options Flow Grid Update $NVDA #OptionsTrading #Nvidia Shares ⬆️0.14% to $520.4 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment #technology #semiconductor  https://t.co/5JE2nlrW3B  https://t.co/lhI17EJ8if  https://t.co/Xe7zcW3rW9,0
1343569822672695297,2020-12-28,NVIDIA OPTION OPEN INTEREST $NVDA  https://t.co/B6O5SlzPJQ,0
1343565591504957441,2020-12-28,How NVIDIA's Ampere GPUs Could Drive Growth @themotleyfool #stocks $NVDA $AMD  https://t.co/eqOwMtZXGU,0
1343554683466444805,2020-12-28,How NVIDIA's Ampere GPUs Could Drive Growth $NVDA  https://t.co/S8oc10tGTs $SPY,0
1343547609655422977,2020-12-28,IPValue Management Licenses Patent Portfolio to NVIDIA  Related Tickers: $NVDA Read more at:  https://t.co/7EaK6nyO2D,0
1343461706199134209,2020-12-28,#NVIDIA - Erneute Bewährungsprobe für die Bullen #börse #aktien $NVDA  https://t.co/2JOMg4LuUs  https://t.co/l20TYMwkxz,0
1343423545079115776,2020-12-28,NVIDIA $NVDA #myTradeSignals   Gains +117% YTD ($280 gain per share)  #Tech #StocksToWatch  https://t.co/6vyjOxvIM2,1
1343420830848528384,2020-12-28,"#AI, #CloudComputing, and #datacenter growth have helped drive NVIDIA's $NVDA stock up +279% YTD  #NVIDIA is a buy for 2021 and beyond.  #Tech #StocksToWatch #WFH",3
1343420827652550656,2020-12-28,"NVIDIA's $NVDA recent financial results  Q3 revenue +57% YoY to a record $4.73 billion.  #Gaming segment +37%,   - #DataCenter revenue +162% to $1.9 billion and accounted for 40% of total revenue.   #Tech #Stocks #myTradeSignals",2
1343420824854913029,2020-12-28,"NVIDIA $NVDA OPPORTUNITY SIZE:  Worldwide #publiccloud market is expected to grow +18% in each of the coming two years, topping $362 billion by 2022, up from just $257 billion this year  ~ @Gartner_inc",2
1343420822598381568,2020-12-28,"#CloudComputing has made #NVIDIA GPUs a staple in the world's biggest cloud operations and data centers.   NVIDIA's customer list includes Amazon Web Services #AWS, Microsoft #Azure,  Alphabet's #GoogleCloud, and #AlibabaCloud  #Tech #Stocks $AMZN $MSFT #GOOGL $BABA $NVDA",4
1343420819469443075,2020-12-28,"#NVIDIA's data center segment is what should have #investors most excited since this will provide the most significant upside going forward in areas like #ArtificialIntelligence #AI, #DataCenter, and #CloudComputing.  $NVDA #StocksToWatch",2
1343420815438737408,2020-12-28,"#StocksToWatch 2021  NVIDIA $NVDA #myTradeSignals  The company is the undisputed leader in the discrete desktop #GPU market, commanding an 80% share in the second quarter of 2020.   @kasiva_mutisya @TheAbojani @mosehesbon",4
1343372841987825664,2020-12-28,Wkly Report: Short Term List returned 78% High growth stock: NVIDIA Corporation ($NVDA) at 124% #invest  https://t.co/nXIbTHljBg,0
1343307263247745024,2020-12-28,#Wealthsimple's TOP 10 gainer #stocks of 2020:  1. Tesla $TSLA +708% 2. Zoom $ZM +470% 3. Square $SQ +264% 4. Shopify $SHOP +193% 5. Ballard Power $BLPD +177% 6. Nvidia $NVDA +122% 7. Lightspeed $LSPD +98% 8. $AMD +95% 9. Apple $AAPL +69% 10. Amazon $AMZN +66% ...,1
1343295588633178113,2020-12-28,Nvidia ($NVDA) surgió como una de las empresas de chips de alto rendimiento durante esta crisis sanitaria global.  Esta es una de tres acciones a seguir en 2021   https://t.co/936KIRLTpL,2
1343278041368305665,2020-12-28,"Retweet selected by the  https://t.co/11ojAZA3Wf team |  NVIDIA Co. to Post Q3 2021 Earnings of $1.76 Per Share, Truist Securiti Forecasts (NASDAQ:NVDA) #forecasting  https://t.co/f1jDwtBaEd  https://t.co/9IWxRZOULp",0
1343245305484079105,2020-12-28,"$NVDA GeForce RTX 3080 Ti with 20 GB memory accidentally confirmed. The confirmation came from @ASUS, which listed the unreleased GPU in its support website. It has since been removed #Nvidia #GeForce #RTX3080  https://t.co/GoaCTJvJsj",0
1343213799826976774,2020-12-28,Last 5 years  Google $GOOGL 128% Facebook $FB 155% Salesforce $CRM 190% Microsoft $MSFT 297% Netflix $NFLX 338% Apple $AAPL 389% PayPal $PYPL 544% Tesla $TSLA 1335% Nvidia $NVDA 1467% Square $SQ 1712% Roku $ROKU 1819% AMD $AMD 3044% Shopify $SHOP 4628% #Bitcoin $BTC 6169%,3
1343194125886255106,2020-12-27,Intel（ $INTC  )の様にCPUとサーバーチップだけじゃないやぁん  サーバー業界も入れ替わりの時期がきているやぁん Intelのシェアが90％程度あるけど今後は省電力化による入れ替えで戦国時代が来るかもしれないやぁん  長期的に見ればNVIDIA（ $NVDA ）の様に底堅い成長を期待しているやぁん,0
1343142602451767296,2020-12-27,$NVDA 【半導体】NVIDIAの魅力と将来性 | yuブログ  https://t.co/zqkxaExgj7,0
1343135406116761600,2020-12-27,KOIN Innovation Shares NextGen Protocol ETF NVIDIA Corporation $NVDA,0
1343134025934721024,2020-12-27,One of the best stocks to buy this December   1. NVDA - NVIDIA Corporation which has a price performance of 120.52% this year.  2. AMD - Advanced Micro Devices Inc. which has a price performance of 99.87% next to NVDA this year.  3. PYPL - PayPal Holdings Inc. with 99.08% this yr,0
1343063611464282112,2020-12-27,"Or should I buy into related stocks such as  Overstock - $OSTK,  NVIDIA - $NVDA,  AMD - $AMD,  Salesforce - $CRM,  Facebook - $FB, Shopify - $SHOP, CME - $CME Visa - $V Mastercard - $MA Paypal - $PYPL",0
